Sample_ID,Alisertib,Arsenic Trioxide,Axitinib,Azacitidine,Dasatinib,Doramapimod,Foretinib,GW-2580,Idelalisib,KI20227,Linifanib,Midostaurin,Motesanib,NVP-TAE684,Pazopanib,Quizartinib,Ruxolitinib,Sorafenib,Sunitinib,Vemurafenib,NF-kB Activation Inhibitor,Cabozantinib,Crizotinib,Cytarabine,Entospletinib,Ibrutinib,JQ1,Nutlin-3,Palbociclib,Panobinostat,Trametinib,Vandetanib,Venetoclax,Artemisinin,AT 101,Birabresib,Birinapant,Bortezomib,GSK2879552,Olaparib,AGI combo,Bosutinib,Nintedanib,Sirolimus,Vatalanib,Vismodegib,PH-797804,AZD5991,Dordaviprone,Telaglenastat,Decitabine
S524,,,,0.202,,0.222,,0.244,0.412,,,,,,,0.268,0.267,,,,,,,,,0.078,,,0.128,,0.77,,0.246,0.0,0.066,0.696,0.586,0.422,0.032,0.034,,,,,,,,,,,
C344,,,,0.026,,0.128,,0.382,0.381,,,,,,,0.404,0.219,,,,,,,,,0.0,,,0.172,,0.798,,0.326,0.0,0.09,0.704,0.486,0.492,0.09,0.0,,,,,,,,,,,
S525,,,,,,,,,,,,,,,,,,,,,,,,,,0.852,,,,,,,0.694,0.0,,,,,,,,,,,,,,,,,
S526,,,,0.482,,0.348,,0.418,0.19,,,,,,,0.594,0.475,,,,,,,,,0.476,,,0.204,,0.386,,0.954,0.0,0.448,,0.724,0.508,0.146,0.0,,,,,,,,,,,
S608,,,,0.606,,0.576,,0.131,0.381,,,,,,,0.089,0.271,,,,,,,,,0.662,,,0.022,,0.944,,0.07,0.084,0.098,0.566,0.178,0.812,0.116,0.0,,,,,,,,,,,
S527,,,,0.004,,0.118,,0.025,0.077,,,,,,,0.38,0.051,,,,,,,,,0.134,,,0.046,,0.03,,0.704,0.0,0.236,0.194,0.212,0.586,0.018,0.0,,,,,,,,,,,
S528,,,,0.0,,0.476,,0.023,0.367,,,,,,,0.891,0.147,,,,,,,,,0.376,,,0.16,,0.612,,0.794,0.0,0.104,0.446,0.586,0.536,0.016,0.0,,,,,,,,,,,
C349,,,,0.002,,0.024,,0.0,0.058,,,,,,,0.196,0.143,,,,,,,,,0.038,,,0.0,,0.778,,0.0,0.0,0.05,0.48,0.228,0.4,0.0,0.0,,,,,,,,,,,
S529,,,,0.024,,0.046,,0.0,0.023,,,,,,,0.259,0.137,,,,,,,,,0.022,,,0.0,,0.778,,0.0,0.0,0.054,0.576,0.236,0.56,0.0,0.0,,,,,,,,,,,
S530,,,,0.256,,0.53,,0.074,0.286,,,,,,,0.231,0.562,,,,,,,,,0.13,,,0.04,,0.82,,0.418,0.0,,0.656,0.496,0.626,0.0,0.0,,,,,,,,,,,
S531,,,,0.0,,0.44,,0.522,0.479,,,,,,,0.607,0.057,,,,,,,,,0.218,,,0.102,,0.914,,0.454,0.0,0.172,0.756,0.898,0.748,0.0,0.0,,,,,,,,,,,
S533,,,,0.216,,0.656,,0.32,0.344,,,,,,,0.508,0.25,,,,,,,,,0.49,,,0.152,,0.832,,0.238,,0.124,0.514,0.088,0.712,0.0,0.0,,,,,,,0.58,,,,
S534,,,,0.0,,0.578,,0.142,0.079,,,,,,,0.254,0.064,,,,,,,,,0.426,,,0.0,,0.894,,0.024,,0.088,0.66,0.356,0.626,0.0,0.0,,,,,,,0.572,,,,
S535,,,,0.374,,0.23,,0.788,0.129,,,,,,,0.466,0.174,,,,,,,,,0.376,,,0.506,,0.374,,0.79,,0.068,0.362,0.37,0.424,0.0,0.0,,,,,,,0.486,,,,
S536,,,,0.0,,0.206,,0.22,0.246,,,,,,,0.498,0.072,,,,,,,,,0.292,,,0.348,,0.272,,0.71,,0.26,0.182,0.69,0.34,0.232,0.0,,,,,,,0.134,,,,
S609,,,,0.334,,0.77,,0.748,0.439,,,,,,,0.34,0.056,,,,,,,,,0.528,,,0.522,,0.68,,0.688,,0.564,0.198,0.688,0.564,0.012,0.0,,,,,,,0.658,,,,
S538,,,,0.0,,0.784,,0.32,0.386,,,,,,,0.272,0.176,,,,,,,,,0.286,,,0.0,,0.764,,0.0,,0.366,0.67,0.582,0.278,0.098,0.124,,,,,,,0.744,,,,
S539,,,,0.0,,0.77,,0.236,0.428,,,,,,,0.356,0.072,,,,,,,,,0.584,,,0.216,,0.74,,0.138,,0.346,0.668,0.346,0.938,0.262,0.194,,,,,,,0.796,,,,
S540,,,,0.238,,0.476,,0.33,0.222,,,,,,,0.308,0.168,,,,,,,,,0.436,,,0.306,,0.9,,0.07,,0.054,0.688,0.626,0.506,0.0,0.0,,,,,,,0.458,,,,
S610,,,,0.0,,0.626,,0.484,0.33,,,,,,,0.334,0.2,,,,,,,,,0.364,,,0.3,,0.894,,0.17,,0.064,0.772,0.392,0.592,0.0,0.0,,,,,,,0.596,,,,
S611,,,,0.0,,0.402,,0.034,0.075,,,,,,,0.326,0.632,,,,,,,,,0.772,,,0.802,,0.752,,0.008,,0.058,0.634,0.47,0.556,0.0,0.0,,,,,,,0.358,,,,
C455,,,,,0.782,0.792,,0.676,0.555,,,,,,,0.482,0.394,,,,,,,0.672,,0.468,,,0.038,,0.746,,0.374,,,0.828,0.154,0.846,,,,,,,,,,0.862,0.302,0.192,0.414
S612,,,,0.256,,0.436,,,0.506,,,,,,,0.548,0.046,,,,,,,,,0.386,,,0.354,,0.26,,0.954,,0.326,0.638,0.542,0.196,0.07,0.048,,,,,,,0.108,,,,
S613,,,,0.242,,0.248,,0.552,0.2,,,,,,,0.484,0.134,,,,,,,,,0.212,,,0.316,,0.242,,0.638,,0.172,0.408,0.288,0.554,0.044,0.0,,,,,,,0.252,,,,
S543,,,,,,,,,,,,,,,,,,,,,,,,,,0.006,,,,,,,0.954,,,,,,,,,,,,,,0.168,,,,
S544,,,,0.636,,0.068,,0.954,0.476,,,,,,,0.292,0.01,,,,,,,,,0.928,,,0.894,,0.358,,0.588,,0.508,0.222,0.778,0.002,0.0,0.076,,,,,,,0.774,,,,
S545,,,,0.028,,0.23,,0.392,0.332,,,,,,,0.344,0.03,,,,,,,,,0.102,,,0.26,,0.44,,0.44,,0.122,0.416,0.536,0.344,0.0,0.0,,,,,,,0.358,,,,
C396,,,,0.026,,0.346,,0.182,0.206,,,,,,,0.256,0.038,,,,,,,,,0.104,,,0.0,,0.572,,0.18,,0.228,0.454,0.704,0.478,0.0,0.0,,,,,,,0.12,,,,
S546,,,,0.0,,0.262,,0.348,0.254,,,,,,,0.406,0.41,,,,,,,,,0.036,,,0.0,,0.422,,0.378,,0.128,0.526,0.274,0.676,0.0,0.002,,,,,,,0.208,,,,
C417,,,,0.0,,0.016,,0.436,0.116,,,,,,,0.232,0.028,,,,,,,,,0.098,,,0.002,,0.504,,0.41,,0.418,0.336,0.486,0.586,0.182,0.112,,,,,,,0.158,,,,
C583,,,,,,,,,,,,,,,,,,,,,,,,,,0.084,,,,,,,0.35,,,,,,,,,,,,,,0.248,,,,
C587,,,,,,,,,,,,,,,,,,,,,,,,,,0.223,,,,,,,0.421,,,,,,,0.172,,,,,,,0.293,,0.2,0.2,
C588,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.832,,,,,,,,,,,,,,0.226,,,,
C420,,,,0.0,0.581,0.282,,0.22,0.288,,,,,,,0.36,0.062,,,,,,,,,0.178,,,0.14,,0.568,,0.138,,,0.462,0.388,0.542,,0.066,,,,,,,0.44,0.756,0.214,0.198,
S547,,,,0.954,,0.0,,0.954,0.477,,,,,,,0.0,0.0,,,,,,,,,0.954,,,0.954,,0.0,,0.786,,0.424,0.164,0.954,0.0,0.0,0.0,,,,,,,0.954,,,,
S614,,,,0.202,,0.754,,0.282,0.351,,,,,,,0.342,0.238,,,,,,,,,0.418,,,0.26,,0.622,,0.362,,0.0,0.842,0.854,0.622,0.0,0.0,,,,,,,0.788,,,,
C412,,,,0.0,,0.0,,0.204,0.165,,,,,,,0.0,0.262,,,,,,,,,0.0,,,0.0,,0.0,,0.936,,0.096,0.67,0.216,0.652,0.0,0.0,,,,,,,0.0,,,,
C368,,,,0.0,,0.544,,0.252,0.387,,,,,,,0.31,0.138,,,,,,,,,0.246,,,0.25,,0.68,,0.372,,0.07,0.7,0.778,0.692,0.192,0.04,,,,,,,0.508,,,,
C371,,,,0.298,,0.482,,0.716,0.577,,,,,,,0.238,0.002,,,,,,,,,0.37,,,0.356,,0.74,,,,0.2,0.702,0.368,0.85,0.012,0.0,,,,,,,0.66,,,,
C486,,,,0.068,0.429,0.35,,0.21,0.205,,,,,,,0.514,0.18,,,,,,,0.23,,0.192,,,0.044,,0.466,,0.778,,,0.574,0.236,0.954,,,,,,,,,,0.632,0.2,0.358,0.28
S548,,,,,,,,,,,,,,,,,,,,,,,,,,0.604,,,,,,,0.536,,,,,,,,,,,,,,0.868,,,,
S549,,,,0.0,,0.342,,0.0,0.004,,,,,,,0.29,0.0,,,,,,,,,0.232,,,0.168,,0.464,,0.69,,0.178,0.45,0.218,0.49,0.146,0.04,,,,,,,0.37,,,,
S550,,,,0.0,,0.57,,0.458,0.267,,,,,,,0.558,0.356,,,,,,,,,0.438,,,0.354,,0.71,,0.362,,0.414,0.568,0.41,0.434,0.002,0.0,,,,,,,0.398,,,,
S551,,,,0.0,,0.464,,0.408,0.431,,,,,,,0.402,0.162,,,,,,,,,0.026,,,0.29,,0.66,,0.276,,0.088,0.488,0.49,0.714,0.0,0.0,,,,,,,0.52,,,,
S552,,,,0.026,,0.282,,0.292,0.181,,,,,,,0.312,0.0,,,,,,,,,0.224,,,0.482,,0.638,,0.292,,0.226,0.954,0.502,0.512,0.0,0.0,,,,,,,0.48,,,,
S553,,,,,,,,,,,,,,,,,,,,,,,,,,0.202,,,,,,,0.808,,,,,,,,,,,,,,0.388,,,,
S554,,,,0.146,,0.632,,0.138,0.07,,,,,,,0.332,0.414,,,,,,,,,0.042,,,0.08,,0.872,,0.544,,0.232,0.8,0.272,0.432,0.0,0.138,,,,,,,0.628,,,,
S555,,,,0.0,,0.47,,0.168,0.014,,,,,,,0.288,0.218,,,,,,,,,0.0,,,0.102,,0.0,,0.954,,0.362,0.62,0.294,0.398,0.178,0.0,,,,,,,0.41,,,,
C435,,,,0.072,0.079,0.214,,0.25,0.058,,,,,,,0.24,0.0,,,,,,,,,0.326,,,0.182,,0.118,,0.41,,,0.474,0.366,0.594,,0.0,,,,,,,0.402,0.504,0.246,0.0,
C462,,,,0.0,0.485,0.526,,0.392,0.359,,,,,,,0.528,0.186,,,,,,,0.414,,0.31,,,0.17,,0.578,,0.524,,,0.572,0.326,0.532,,,,,,,,,,0.718,0.194,0.28,0.152
C473,,,,0.0,0.326,0.254,,0.18,0.296,,,,,,,0.27,0.214,,,,,,,0.392,,0.176,,,0.022,,0.724,,0.44,,,0.726,0.64,0.766,,,,,,,,,,0.562,0.158,0.138,0.396
S556,,,,0.0,,0.592,,0.364,0.129,,,,,,,0.406,0.032,,,,,,,,,0.286,,,0.376,,0.948,,0.0,,0.196,0.54,0.322,0.754,0.0,0.0,,,,,,,0.626,,,,
S557,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,0.954,,,,,,,,,,,,,,0.302,,,,
S558,,,,,,,,,,,,,,,,,,,,,,,,,,0.454,,,,,,,0.92,,,,,,,,,,,,,,0.58,,,,
C380,,,,0.404,,0.402,,0.36,0.049,,,,,,,0.328,0.0,,,,,,,,,0.29,,,0.314,,0.458,,0.916,,0.42,0.454,0.0,0.078,0.136,0.084,,,,,,,0.602,,,,
C581,,,,,,,,,,,,,,,,,,,,,,,,,,0.346,,,,,,,0.862,,,,,,,,,,,,,,0.356,,,,
C589,,,,,,,,,,,,,,,,,,,,,,,,0.104,,0.05,,,,,,,0.786,,,,,,,0.0,,,,,,,,,0.238,0.0,0.104
S559,,,,0.114,,0.486,,0.478,0.375,,,,,,,0.432,0.278,,,,,,,,,0.0,,,0.0,,0.774,,0.574,,0.43,0.806,0.524,0.23,0.102,0.0,,,,,,,0.542,,,,
S560,,,,,,,,,,,,,,,,,,,,,,,,,,0.308,,,,,,,0.954,,,,,,,,,,,,,,0.504,,,,
C383,,,,0.0,,0.356,,0.214,0.178,,,,,,,0.348,0.12,,,,,,,,,0.208,,,0.0,,0.862,,0.326,,0.092,0.554,0.432,0.678,0.052,0.0,,,,,,,0.518,,,,
S561,,,,0.16,,0.58,,0.0,0.0,,,,,,,0.038,0.036,,,,,,,,,0.124,,,0.1,,0.166,,0.858,,0.252,0.642,0.0,0.08,0.336,0.0,,,,,,,0.546,,,,
S562,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,0.028,,,,0.53,,0.228,0.798,0.534,,0.0,0.0,,,,,,,0.45,,,,
C386,,,,0.086,,0.306,,0.374,0.198,,,,,,,0.444,0.014,,,,,,,,,0.182,,,0.334,,0.896,,0.526,,0.066,0.646,0.226,0.686,0.0,0.0,,,,,,,0.398,,,,
C388,,,,,,0.496,,0.44,0.36,,,,,,,0.5,0.234,,,,,,,,,0.0,,,0.036,,0.54,,0.468,,0.082,0.586,0.39,0.588,0.0,0.022,,,,,,,0.21,,,,
C391,,,,0.128,,0.292,,0.238,0.256,,,,,,,0.456,0.0,,,,,,,,,0.086,,,0.13,,0.954,,0.626,,0.1,0.676,0.32,0.558,0.142,0.28,,,,,,,0.26,,,,
C392,,,,0.0,,0.438,,0.398,0.304,,,,,,,0.556,0.006,,,,,,,,,,,,0.03,,0.954,,0.62,,0.768,0.69,0.672,0.698,0.07,0.044,,,,,,,0.524,,,,
S563,,,,0.006,,0.796,,0.404,0.344,,,,,,,0.432,0.19,,,,,,,,,0.326,,,0.0,,0.854,,0.25,,0.198,0.622,0.232,0.542,0.0,0.0,,,,,,,0.618,,,,
S564,,,,0.364,,,,0.698,0.153,,,,,,,0.748,0.354,,,,,,,,,,,,0.0,,0.582,,0.762,,0.418,0.892,0.522,0.234,0.384,0.574,,,,,,,0.376,,,,
S565,,,,0.0,,0.194,,0.044,0.184,,,,,,,0.242,0.006,,,,,,,,,0.048,,,0.014,,0.942,,0.678,,0.086,0.498,0.292,0.722,0.0,0.0,,,,,,,0.0,,,,
S566,,,,,,0.368,,0.45,0.006,,,,,,,0.642,0.034,,,,,,,,,,,,,,0.562,,,,0.034,0.148,0.152,0.572,0.0,0.156,,,,,,,,,,,
C394,,,,0.008,,0.38,,0.0,0.091,,,,,,,0.306,0.034,,,,,,,,,0.21,,,0.118,,0.574,,0.58,,0.076,0.406,0.098,0.644,0.0,0.0,,,,,,,0.294,,,,
C582,,,,,,,,,,,,,,,,,,,,,,,,,,0.046,,,,,,,0.826,,,,,,,,,,,,,,0.238,,,,
C398,,,,,,,,,,,,,,,,,,,,,,,,,,0.072,,,,,,,0.776,,,,,,,,,,,,,,0.16,,,,
C400,,,,0.01,,0.174,,0.146,0.093,,,,,,,0.54,0.176,,,,,,,,,0.14,,,0.104,,0.466,,0.606,,0.082,0.23,0.122,0.73,0.0,0.0,,,,,,,0.272,,,,
S568,,,,0.0,,0.668,,0.452,0.351,,,,,,,0.336,0.452,,,,,,,,,0.212,,,0.368,,0.888,,0.126,,0.308,0.588,0.618,0.492,0.0,0.0,,,,,,,0.566,,,,
S569,,,,,,0.318,,0.294,0.288,,,,,,,0.354,0.388,,,,,,,,,0.708,,,0.042,,0.856,,0.0,,0.076,0.744,0.28,0.798,0.068,0.0,,,,,,,0.226,,,,
S570,,,,0.0,,0.16,,0.0,0.042,,,,,,,0.0,0.692,,,,,,,,,0.128,,,0.076,,0.658,,0.526,,0.078,0.614,0.264,0.376,0.0,0.0,,,,,,,0.232,,,,
C402,,,,0.0,,0.412,,0.512,,,,,,,,0.73,,,,,,,,,,0.128,,,0.194,,0.436,,0.954,,0.144,,0.084,0.322,0.228,0.0,,,,,,,0.424,,,,
C452,,,,0.094,0.608,0.334,,0.224,0.321,,,,,,,0.478,0.148,,,,,,,0.172,,0.208,,,0.142,,0.574,,0.5,,,0.514,0.336,0.55,,0.0,,,,,,,,0.902,0.258,0.0,0.17
C401,,,,0.034,,0.014,,0.062,0.269,,,,,,,0.7,0.23,,,,,,,,,0.254,,,0.284,,0.22,,0.954,,0.272,0.34,,0.86,0.0,0.126,,,,,,,0.18,,,,
S571,,,,0.19,,0.532,,0.168,,,,,,,,0.63,,,,,,,,,,0.456,,,0.372,,0.424,,0.954,,0.322,,0.22,0.522,0.318,0.252,,,,,,,0.506,,,,
S616,,,,0.21,,0.162,,0.162,0.085,,,,,,,,0.0,,,,,,,,,0.352,,,0.38,,0.0,,0.816,,0.258,0.854,0.188,0.72,0.0,0.0,,,,,,,0.278,,,,
C405,,,,0.0,,0.32,,0.244,0.233,,,,,,,0.372,0.006,,,,,,,,,0.0,,,0.022,,0.936,,0.0,,0.136,0.608,0.632,0.728,0.0,0.018,,,,,,,0.436,,,,
S572,,,,0.0,,0.52,,0.796,0.308,,,,,,,0.284,0.006,,,,,,,,,0.212,,,0.036,,0.736,,0.382,,0.554,0.448,0.676,0.776,0.0,0.0,,,,,,,0.566,,,,
C407,,,,0.154,,0.552,,0.508,0.397,,,,,,,0.376,0.006,,,,,,,,,0.448,,,0.344,,0.802,,,,0.282,0.55,0.43,0.758,0.066,0.0,,,,,,,0.61,,,,
S573,,,,0.206,,0.0,,0.0,0.485,,,,,,,0.0,0.0,,,,,,,,,0.58,,,0.154,,0.072,,0.954,,0.198,0.444,0.138,0.0,0.0,0.0,,,,,,,0.332,,,,
C451,,,,0.0,0.153,0.0,,0.002,0.059,,,,,,,0.274,0.416,,,,,,,0.0,,0.0,,,0.04,,0.026,,0.272,,,0.626,0.47,0.516,,0.0,,,,,,,,0.596,0.176,0.032,0.034
C413,,,,,,0.75,,0.79,0.678,,,,,,,0.45,0.568,,,,,,,,,0.954,,,,,0.954,,0.954,,0.892,0.818,0.726,0.954,0.076,0.0,,,,,,,0.954,,,,
S575,,,,0.05,,0.676,,0.774,0.456,,,,,,,0.324,0.0,,,,,,,,,0.122,,,0.0,,0.728,,0.532,,0.25,0.39,0.178,0.712,0.0,0.0,,,,,,,0.152,,,,
S617,,,,0.198,,0.68,,0.55,0.605,,,,,,,0.246,0.112,,,,,,,,,0.576,,,0.114,,0.954,,0.194,,0.556,0.566,0.718,0.562,0.0,0.046,,,,,,,0.658,,,,
S618,,,,0.04,,0.596,,0.52,0.393,,,,,,,0.378,0.226,,,,,,,,,0.278,,,0.0,,0.866,,0.0,,0.178,0.686,0.33,0.646,0.358,0.202,,,,,,,0.624,,,,
S576,,,,0.0,,0.0,,0.954,0.347,,,,,,,0.374,0.0,,,,,,,,,0.258,,,0.016,,,,0.72,,0.262,0.13,0.05,0.56,0.0,0.178,,,,,,,0.148,,,,
S577,,,,0.084,,0.0,,0.954,0.394,,,,,,,0.268,0.644,,,,,,,,,0.014,,,0.106,,0.4,,0.75,,0.32,0.642,0.028,0.892,0.504,0.004,,,,,,,0.254,,,,
S579,,,,,,,,,,,,,,,,,,,,,,,,,,0.178,,,,,,,0.764,,,,,,,,,,,,,,0.472,,,,
C586,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,0.126,,,,,,,,,,,,,,0.588,,,,
C421,,,,0.096,0.323,0.422,,0.194,0.28,,,,,,,0.412,0.07,,,,,,,,,0.294,,,0.32,,0.314,,0.416,,,0.588,0.566,0.57,,0.0,,,,,,,0.548,0.954,0.258,0.188,
C436,,,,0.028,0.647,0.538,,0.16,0.276,,,,,,,0.396,0.246,,,,,,,0.372,,0.184,,,0.0,,0.448,,0.146,,,0.666,0.402,0.872,,0.004,,,,,,,,0.7,0.256,0.0,0.396
C423,,,,0.024,0.267,0.394,,0.22,0.343,,,,,,,0.252,0.02,,,,,,,,,0.134,,,0.1,,0.428,,0.75,,,0.434,0.14,0.568,,0.0,,,,,,,0.3,0.766,0.232,0.0,
C424,,,,0.11,0.414,0.364,,0.148,0.216,,,,,,,0.608,0.088,,,,,,,,,0.42,,,0.212,,0.53,,0.748,,,0.276,0.446,0.468,,0.0,,,,,,,0.442,0.814,0.278,0.3,
C426,,,,0.0,0.01,0.09,,0.0,0.156,,,,,,,0.166,0.308,,,,,,,,,0.0,,,0.098,,0.652,,0.772,,,0.814,0.138,0.602,,0.608,,,,,,,0.132,0.502,0.086,0.142,
C468,,,,0.0,0.077,0.158,,0.0,0.234,,,,,,,0.17,0.268,,,,,,,0.47,,0.0,,,0.146,,0.832,,0.84,,,0.696,0.0,0.514,,,,,,,,,,0.734,0.132,0.682,0.14
C425,,,,0.416,0.914,0.758,,0.522,0.0,,,,,,,0.38,0.842,,,,,,,,,0.454,,,0.184,,0.83,,0.838,,,0.874,0.604,0.002,,0.076,,,,,,,0.494,0.426,0.226,0.256,
C427,,,,0.04,0.847,0.662,,0.574,0.376,,,,,,,0.594,0.222,,,,,,,,,0.31,,,0.062,,0.768,,0.218,,,0.762,0.484,0.692,,0.044,,,,,,,0.574,0.826,0.242,0.016,
C443,,,,0.158,0.45,0.236,,0.046,0.163,,,,,,,0.818,0.104,,,,,,,0.306,,0.4,,,0.306,,0.366,,0.954,,,0.0,0.344,0.954,,0.0,,,,,,,,0.954,0.286,0.25,0.316
C428,,,,0.0,0.566,0.602,,0.0,0.269,,,,,,,0.264,0.502,,,,,,,,,0.128,,,0.104,,0.532,,0.41,,,0.848,0.576,0.876,,0.0,,,,,,,0.79,0.858,0.182,0.286,
C434,,,,0.0,0.178,0.316,,0.17,0.103,,,,,,,0.324,0.144,,,,,,,,,0.298,,,0.1,,0.28,,0.392,,,0.452,0.422,0.784,,0.0,,,,,,,0.52,0.286,0.24,0.014,
C433,,,,0.0,0.0,0.232,,0.0,0.013,,,,,,,0.052,0.43,,,,,,,,,0.18,,,0.114,,0.056,,0.774,,,0.954,0.246,0.854,,0.0,,,,,,,0.096,0.708,0.394,0.0,
C429,,,,0.0,0.254,0.0,,0.344,0.344,,,,,,,0.44,0.074,,,,,,,,,0.05,,,0.0,,0.768,,0.088,,,0.77,0.514,0.954,,0.204,,,,,,,0.28,0.844,0.154,0.0,
C430,,,,0.0,0.778,0.022,,0.25,0.21,,,,,,,0.262,0.126,,,,,,,,,0.548,,,0.058,,0.52,,0.066,,,0.592,0.086,0.946,,0.0,,,,,,,0.05,0.534,0.232,0.156,
C431,,,,0.194,0.453,0.7,,0.342,0.344,,,,,,,0.21,0.0,,,,,,,,,0.658,,,0.248,,0.584,,0.728,,,0.484,0.718,0.88,,0.0,,,,,,,0.672,0.812,0.662,0.0,
C432,,,,0.09,0.722,0.488,,0.218,0.202,,,,,,,0.464,0.194,,,,,,,,,0.39,,,0.0,,0.648,,0.162,,,0.746,0.626,0.882,,0.0,,,,,,,0.488,0.844,0.276,0.0,
C496,,,,0.116,0.442,0.664,,0.412,0.081,,,,,,,0.354,0.114,,,,,,,0.196,,0.158,,,0.04,,0.0,,0.852,,,0.5,,0.952,,,,,,,,,,0.0,0.326,0.0,0.176
C437,,,,0.02,0.382,0.148,,0.0,0.354,,,,,,,0.212,0.272,,,,,,,0.076,,0.394,,,0.08,,0.81,,0.196,,,0.75,0.366,0.8,,0.0,,,,,,,,0.636,0.184,0.0,0.132
C438,,,,0.0,0.505,0.696,,0.226,0.708,,,,,,,0.348,0.396,,,,,,,0.376,,0.686,,,0.02,,0.74,,0.172,,,0.464,0.0,0.888,,0.0,,,,,,,,0.508,0.158,0.194,0.512
C439,,,,0.03,0.712,0.666,,0.138,0.613,,,,,,,0.498,0.158,,,,,,,,,0.116,,,0.146,,0.51,,0.352,,,0.872,0.616,0.822,,0.586,,,,,,,0.626,0.424,0.316,0.51,
C590,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.566,,,,,,,0.46,,,,,,,0.0,,,,,,,,,0.4,0.278,
C440,,,,,0.098,0.0,,0.954,0.282,,,,,,,0.648,0.574,,,,,,,0.866,,0.586,,,0.582,,0.374,,0.59,,,0.232,0.072,0.954,,0.0,,,,,,,,0.288,0.506,0.356,0.156
C591,,,,,,,,,,,,,,,,,,,,,,,,0.38,,0.154,,,,,,,0.264,,,,,,,0.0,,,,,,,,,0.21,0.026,0.406
C453,,,,0.104,0.679,0.776,,0.476,0.607,,,,,,,0.51,0.464,,,,,,,0.342,,0.334,,,0.228,,0.678,,0.256,,,0.906,0.514,0.932,,0.0,,,,,,,,0.804,0.26,0.0,0.3
C441,,,,0.01,0.385,0.394,,0.132,0.289,,,,,,,0.378,0.046,,,,,,,0.106,,,,,0.1,,0.822,,0.184,,,0.832,0.532,0.872,,0.002,,,,,,,,0.918,0.252,0.0,0.112
C442,,,,0.0,0.184,0.184,,0.0,0.175,,,,,,,0.26,0.322,,,,,,,0.182,,0.07,,,0.116,,0.454,,0.894,,,0.586,0.27,0.892,,0.0,,,,,,,,0.61,0.142,0.254,0.238
C444,,,,0.018,0.432,0.344,,0.22,0.274,,,,,,,0.48,0.09,,,,,,,0.274,,,,,0.654,,0.582,,0.188,,,0.48,0.854,0.826,,0.0,,,,,,,,0.852,0.12,0.136,0.714
C446,,,,0.432,0.193,0.012,,0.914,0.087,,,,,,,0.954,0.054,,,,,,,0.0,,0.674,,,0.588,,0.862,,0.008,,,0.0,0.29,0.0,,0.2,,,,,,,,0.374,0.196,0.114,0.4
C447,,,,0.002,0.481,0.432,,0.07,0.096,,,,,,,0.0,0.058,,,,,,,0.256,,0.074,,,0.0,,0.332,,0.06,,,0.466,0.222,0.874,,0.0,,,,,,,,0.86,0.22,0.0,0.394
C445,,,,0.148,0.074,0.0,,0.73,0.163,,,,,,,0.858,0.648,,,,,,,0.766,,0.358,,,0.764,,0.116,,0.818,,,0.17,0.16,0.954,,0.01,,,,,,,,0.758,0.766,0.0,0.068
C448,,,,0.014,0.84,0.644,,0.51,0.326,,,,,,,0.64,0.242,,,,,,,0.41,,0.094,,,0.408,,0.492,,0.566,,,0.744,0.146,0.658,,0.0,,,,,,,,0.862,0.218,0.192,0.05
C449,,,,0.042,0.882,0.798,,0.628,0.488,,,,,,,0.516,0.166,,,,,,,0.322,,0.416,,,0.346,,0.61,,0.412,,,0.908,0.564,0.828,,0.0,,,,,,,,0.954,0.214,0.0,0.166
C450,,,,0.12,0.343,0.43,,0.022,0.524,,,,,,,0.2,0.386,,,,,,,0.314,,0.494,,,0.59,,0.81,,0.176,,,0.582,0.4,0.832,,0.0,,,,,,,,0.432,0.196,,0.342
C489,,,,0.276,,0.944,,0.944,,,,,,,,0.912,,,,,,,,0.498,,0.652,,,0.058,,0.54,,0.642,,,,0.596,0.66,,,,,,,,,,0.714,0.424,0.21,0.21
C454,,,,0.0,0.248,0.242,,0.0,0.247,,,,,,,0.126,0.096,,,,,,,0.068,,0.28,,,0.0,,0.746,,0.046,,,0.776,0.086,0.926,,0.0,,,,,,,,0.662,0.234,0.0,0.112
C456,,,,0.014,0.56,0.37,,0.21,0.227,,,,,,,0.406,0.304,,,,,,,0.276,,0.15,,,0.09,,0.6,,0.21,,,0.71,0.53,0.948,,0.012,,,,,,,,0.848,0.186,0.212,0.246
C469,,,,0.604,0.272,0.646,,0.542,0.356,,,,,,,0.208,0.0,,,,,,,0.538,,0.592,,,0.578,,0.454,,0.834,,,0.442,0.0,0.0,,,,,,,,,,0.276,0.244,0.0,0.0
C470,,,,0.0,0.653,0.6,,0.532,0.341,,,,,,,0.458,0.1,,,,,,,0.424,,0.374,,,0.266,,0.542,,0.588,,,0.58,0.164,0.476,,,,,,,,,,0.628,0.198,0.264,0.06
C595,,,,,,,,,,,,,,,,,,,,,,,,0.028,,0.184,,,,,,,0.088,,,,,,,,,,,,,,,,0.138,0.064,0.08
C457,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,,0.928,,,,,,,,,,,,,,,,0.328,0.0,0.0
